session_id,player_id,session_date,hour_of_day,is_evening,game_type,duration_mins,bets_placed,avg_stake,near_miss_count,returned_next_day,rg_flag,device
S0020063,P02693,2024-03-08,22,True,live_casino,38,87,3.24,0,True,False,mobile
S0020064,P02693,2024-03-15,11,False,live_casino,10,34,15.11,0,True,False,mobile
S0020065,P02693,2024-03-04,19,True,slots,13,28,12.56,0,True,False,mobile
S0020066,P02693,2024-04-06,10,False,slots,16,45,7.34,0,False,False,mobile
S0020067,P02693,2024-04-22,17,False,table_games,12,45,10.45,0,True,False,mobile
S0020068,P02693,2024-04-23,18,True,table_games,17,30,16.86,0,False,False,mobile
S0020069,P02693,2024-05-11,18,True,slots,26,76,19.23,1,True,False,mobile
S0020070,P02693,2024-04-25,19,True,slots,47,159,1.77,0,False,False,mobile
S0020071,P02693,2024-05-02,19,True,slots,15,50,0.48,1,True,False,mobile
S0020072,P02693,2024-05-11,12,False,live_casino,8,26,6.78,0,True,False,mobile
S0020073,P02693,2024-05-11,6,False,slots,26,46,1.74,0,True,False,mobile
S0020074,P02693,2024-03-11,21,True,live_casino,5,13,8.62,0,True,False,mobile
S0020075,P02693,2024-04-20,16,False,sports_betting,6,19,13.33,0,False,False,mobile
S0020076,P02693,2024-03-25,11,False,slots,80,317,5.93,3,True,False,mobile
S0020077,P02693,2024-04-06,19,True,slots,6,14,7.42,0,True,False,mobile
S0020078,P02693,2024-04-30,12,False,sports_betting,18,59,4.02,2,False,False,mobile
S0020079,P02693,2024-02-26,16,False,sports_betting,21,78,6.04,0,True,False,mobile
S0020080,P02693,2024-02-28,16,False,sports_betting,34,89,8.06,0,False,False,mobile
S0020081,P02693,2024-04-07,22,True,sports_betting,43,73,6.6,0,True,False,mobile
S0020082,P02693,2024-03-01,12,False,sports_betting,3,5,0.89,0,True,False,mobile
S0020083,P02693,2024-03-16,14,False,slots,27,103,18.0,0,False,False,mobile
S0020084,P02693,2024-03-27,17,False,slots,3,5,8.58,0,False,False,mobile
S0020085,P02693,2024-03-09,12,False,slots,13,43,4.11,0,True,False,mobile
S0020086,P02693,2024-03-20,6,False,slots,48,171,10.46,0,True,False,mobile
S0020087,P02693,2024-04-01,18,True,slots,18,28,9.42,0,False,False,mobile
S0020088,P02693,2024-03-19,20,True,slots,20,78,5.09,0,True,False,mobile
S0020089,P02693,2024-03-06,18,True,live_casino,20,38,5.12,1,True,False,mobile
S0020090,P02693,2024-02-22,12,False,slots,56,119,3.86,0,False,False,mobile
S0020091,P02694,2024-11-25,18,True,table_games,7,21,7.08,2,False,False,desktop
S0020092,P02694,2024-12-16,19,True,slots,10,27,4.83,0,False,False,desktop
S0020093,P02694,2024-11-22,16,False,slots,20,46,6.06,0,False,False,desktop
S0020094,P02694,2024-12-27,20,True,slots,19,55,1.28,1,True,False,desktop
S0020095,P02694,2024-10-12,19,True,live_casino,26,92,5.63,0,False,False,desktop
S0020096,P02694,2024-12-07,12,False,slots,12,27,5.33,0,False,False,desktop
S0020097,P02694,2024-11-16,12,False,slots,17,56,6.62,2,True,False,desktop
S0020098,P02694,2024-10-17,15,False,sports_betting,21,45,11.14,0,False,False,desktop
S0020099,P02694,2024-11-24,14,False,slots,26,86,9.06,0,False,False,desktop
S0020100,P02694,2024-11-05,18,True,slots,29,50,5.98,1,False,False,desktop
S0020101,P02694,2024-11-26,21,True,slots,57,169,29.14,0,True,False,desktop
S0020102,P02694,2024-11-15,19,True,sports_betting,9,34,3.67,1,False,False,desktop
S0020103,P02694,2024-10-18,22,True,slots,3,7,2.22,1,True,False,desktop
S0020104,P02694,2024-09-26,17,False,sports_betting,15,34,5.54,0,False,False,desktop
S0020105,P02694,2024-09-26,20,True,slots,13,22,27.5,0,True,False,desktop
S0020106,P02694,2024-09-20,10,False,live_casino,31,96,4.6,0,False,False,desktop
S0020107,P02694,2024-12-29,17,False,slots,15,54,26.07,1,False,False,desktop
S0020108,P02694,2024-09-20,4,False,live_casino,34,134,4.78,0,False,False,desktop
S0020109,P02694,2024-11-17,10,False,slots,18,37,13.81,0,False,False,desktop
S0020110,P02694,2024-11-14,13,False,table_games,19,69,14.46,0,False,False,desktop
S0020111,P02694,2024-11-07,16,False,sports_betting,21,49,1.92,1,False,False,desktop
S0020112,P02694,2024-11-05,20,True,slots,31,123,16.89,0,False,False,desktop
S0020113,P02694,2024-11-04,14,False,live_casino,18,35,22.22,1,False,False,desktop
S0020114,P02694,2024-11-15,10,False,slots,66,235,1.12,0,False,False,desktop
S0020115,P02694,2024-10-01,8,False,table_games,14,46,21.82,0,False,False,desktop
S0020116,P02694,2024-12-23,7,False,slots,13,23,10.68,1,True,False,desktop
S0020117,P02694,2024-10-19,22,True,slots,76,180,7.89,0,True,False,desktop
S0020118,P02694,2024-11-01,18,True,slots,15,29,5.6,0,False,False,desktop
S0020119,P02694,2024-11-23,13,False,slots,21,78,4.0,0,True,False,desktop
S0020120,P02694,2024-12-27,12,False,live_casino,8,23,2.03,0,False,False,desktop
S0020121,P02694,2024-09-24,10,False,slots,14,47,4.28,1,True,False,desktop
S0020122,P02694,2024-11-27,23,True,slots,9,19,6.05,0,False,False,desktop
S0020123,P02694,2024-12-24,14,False,slots,6,21,4.31,0,False,False,desktop
S0020124,P02694,2024-10-27,19,True,sports_betting,57,194,2.26,0,False,False,desktop
S0020125,P02694,2024-09-27,14,False,slots,22,46,1.61,0,True,False,desktop
S0020126,P02694,2024-12-05,13,False,live_casino,8,21,6.58,0,False,False,desktop
S0020127,P02694,2024-12-15,14,False,sports_betting,20,49,6.05,0,False,False,desktop
S0020128,P02694,2024-11-07,20,True,slots,3,11,22.9,2,False,False,desktop
S0020129,P02694,2024-12-07,18,True,sports_betting,17,66,1.52,0,True,False,desktop
S0020130,P02694,2024-12-23,18,True,slots,4,6,30.66,1,False,False,desktop
S0020131,P02694,2024-10-05,10,False,live_casino,60,162,11.83,1,True,False,desktop
S0020132,P02694,2024-12-15,13,False,slots,46,152,5.25,1,False,False,desktop
S0020133,P02694,2024-11-18,18,True,sports_betting,12,24,43.74,1,False,False,desktop
S0020134,P02694,2024-11-10,19,True,slots,26,78,10.01,0,True,False,desktop
S0020135,P02696,2024-09-10,17,False,slots,4,15,2.7,0,True,False,mobile
S0020136,P02696,2024-09-12,19,True,slots,13,28,13.32,0,False,False,mobile
S0020137,P02696,2024-08-29,14,False,sports_betting,10,19,1.96,0,True,False,mobile
S0020138,P02696,2024-08-23,21,True,live_casino,20,55,5.16,0,False,False,mobile
S0020139,P02696,2024-09-24,13,False,slots,14,46,21.66,2,True,False,mobile
S0020140,P02696,2024-09-03,1,False,live_casino,54,177,7.59,1,True,False,mobile
S0020141,P02696,2024-09-04,12,False,sports_betting,25,68,7.98,0,False,False,mobile
S0020142,P02696,2024-10-03,10,False,sports_betting,16,25,4.41,0,False,False,mobile
S0020143,P02696,2024-08-16,17,False,slots,13,34,14.26,1,True,False,mobile
S0020144,P02696,2024-09-06,13,False,live_casino,18,43,4.57,1,False,False,mobile
S0020145,P02696,2024-09-20,8,False,slots,42,117,12.79,0,False,False,mobile
S0020146,P02696,2024-08-08,17,False,live_casino,18,59,2.17,0,True,False,mobile
S0020147,P02696,2024-09-04,15,False,slots,22,38,5.15,0,True,False,mobile
S0020148,P02696,2024-08-28,4,False,slots,41,80,5.81,0,True,False,mobile
S0020149,P02696,2024-09-01,10,False,live_casino,11,31,7.86,0,False,False,mobile
S0020150,P02696,2024-10-01,16,False,live_casino,17,28,19.21,0,True,False,mobile
S0020151,P02696,2024-08-22,15,False,sports_betting,16,32,16.04,0,True,False,mobile
S0020152,P02696,2024-08-09,19,True,table_games,36,140,10.95,1,False,False,mobile
S0020153,P02696,2024-09-05,8,False,sports_betting,26,85,10.96,2,False,False,mobile
S0020154,P02696,2024-10-01,13,False,live_casino,40,111,12.19,0,True,False,mobile
S0020155,P02696,2024-09-20,20,True,slots,25,63,51.64,1,False,False,mobile
S0020156,P02696,2024-09-14,5,False,slots,15,52,28.18,0,False,False,mobile
S0020157,P02696,2024-09-12,9,False,live_casino,9,27,3.99,1,False,False,mobile
S0020158,P02697,2024-05-31,12,False,slots,3,11,4.05,0,False,False,desktop
S0020159,P02697,2024-05-30,10,False,slots,20,74,5.51,1,False,False,desktop
S0020160,P02697,2024-05-31,7,False,sports_betting,13,26,3.0,1,False,False,desktop
S0020161,P02697,2024-05-24,15,False,live_casino,22,69,21.62,0,True,False,desktop
S0020162,P02700,2024-11-03,22,True,slots,23,91,4.01,0,True,False,mobile
S0020163,P02700,2024-10-26,15,False,sports_betting,4,8,3.46,0,False,False,mobile
S0020164,P02700,2024-10-31,8,False,sports_betting,13,47,1.1,0,False,False,mobile
S0020165,P02702,2024-08-11,17,False,slots,8,14,7.64,1,False,False,desktop
S0020166,P02702,2024-09-12,9,False,slots,3,9,2.14,2,True,False,desktop
S0020167,P02702,2024-07-28,8,False,table_games,9,33,14.15,0,False,False,desktop
S0020168,P02702,2024-08-11,23,True,sports_betting,53,208,2.2,0,True,False,desktop
S0020169,P02702,2024-08-31,14,False,sports_betting,8,25,5.34,0,False,False,desktop
S0020170,P02702,2024-08-04,22,True,slots,79,295,5.79,1,False,False,desktop
S0020171,P02702,2024-09-11,22,True,live_casino,39,111,3.86,0,True,False,desktop
S0020172,P02702,2024-09-09,12,False,table_games,45,170,8.08,0,True,False,desktop
S0020173,P02702,2024-09-17,19,True,sports_betting,10,36,2.28,0,True,False,desktop
S0020174,P02702,2024-09-06,11,False,slots,42,91,4.73,3,True,False,desktop
S0020175,P02702,2024-09-15,3,False,slots,59,168,8.26,0,False,False,desktop
S0020176,P02702,2024-08-29,13,False,sports_betting,20,62,2.73,2,False,False,desktop
S0020177,P02702,2024-07-28,10,False,table_games,11,39,5.72,0,True,False,desktop
S0020178,P02702,2024-08-20,8,False,slots,7,13,4.01,1,True,False,desktop
S0020179,P02704,2024-07-01,20,True,slots,52,156,2.8,1,False,False,desktop
S0020180,P02704,2024-07-05,9,False,slots,30,66,12.21,0,False,False,desktop
S0020181,P02704,2024-07-05,13,False,slots,14,46,2.38,1,True,False,desktop
S0020182,P02704,2024-07-20,23,True,slots,14,29,13.89,0,False,False,desktop
S0020183,P02704,2024-07-23,15,False,slots,107,343,9.44,0,False,False,desktop
S0020184,P02704,2024-07-23,18,True,slots,44,127,5.0,2,False,False,desktop
S0020185,P02704,2024-07-15,19,True,live_casino,8,21,18.31,0,False,False,desktop
S0020186,P02704,2024-07-18,20,True,slots,3,11,24.87,1,False,False,desktop
S0020187,P02704,2024-07-21,21,True,slots,5,10,3.25,0,True,False,desktop
S0020188,P02704,2024-07-22,9,False,table_games,30,107,3.23,1,False,False,desktop
S0020189,P02704,2024-07-13,12,False,sports_betting,20,58,1.13,0,False,False,desktop
S0020190,P02706,2024-05-06,23,True,slots,22,45,1.52,1,True,False,mobile
S0020191,P02709,2024-03-26,21,True,slots,12,44,2.0,1,False,False,mobile
S0020192,P02709,2024-03-15,11,False,slots,9,29,16.2,0,False,False,mobile
S0020193,P02709,2024-06-12,16,False,slots,9,26,3.5,1,False,False,mobile
S0020194,P02709,2024-03-17,20,True,slots,32,62,5.48,0,False,False,mobile
S0020195,P02709,2024-04-10,0,False,slots,9,26,2.94,0,False,False,mobile
S0020196,P02709,2024-05-21,17,False,sports_betting,32,56,12.73,0,True,False,mobile
S0020197,P02709,2024-03-05,12,False,live_casino,25,80,7.37,0,False,False,mobile
S0020198,P02709,2024-05-27,18,True,live_casino,24,80,4.73,0,True,False,mobile
S0020199,P02709,2024-04-20,9,False,sports_betting,8,31,3.87,0,False,False,mobile
S0020200,P02709,2024-06-06,20,True,slots,63,137,11.62,0,False,False,mobile
S0020201,P02709,2024-03-31,19,True,slots,61,109,9.03,0,False,False,mobile
S0020202,P02709,2024-04-06,19,True,slots,17,60,3.97,0,True,False,mobile
S0020203,P02709,2024-05-19,11,False,slots,25,88,1.35,0,False,False,mobile
S0020204,P02709,2024-04-15,12,False,slots,59,143,48.09,1,False,False,mobile
S0020205,P02709,2024-06-11,19,True,live_casino,5,19,12.29,0,True,False,mobile
S0020206,P02709,2024-05-17,18,True,sports_betting,8,23,8.82,0,False,False,mobile
S0020207,P02709,2024-05-24,19,True,slots,17,36,3.02,1,False,False,mobile
S0020208,P02709,2024-04-15,21,True,sports_betting,4,14,4.39,0,True,False,mobile
S0020209,P02709,2024-04-20,19,True,slots,23,74,1.58,0,False,False,mobile
S0020210,P02709,2024-03-11,10,False,slots,13,35,13.61,0,False,False,mobile
S0020211,P02709,2024-03-01,11,False,live_casino,39,111,4.48,0,True,False,mobile
S0020212,P02709,2024-05-07,17,False,table_games,5,8,5.08,1,True,False,mobile
S0020213,P02709,2024-03-23,6,False,slots,19,33,3.21,0,False,False,mobile
S0020214,P02709,2024-03-25,19,True,slots,32,114,7.24,0,True,False,mobile
S0020215,P02709,2024-06-06,2,False,table_games,32,72,3.44,0,True,False,mobile
S0020216,P02709,2024-03-07,14,False,sports_betting,9,13,3.8,0,False,False,mobile
S0020217,P02709,2024-02-21,17,False,table_games,6,14,1.63,0,False,False,mobile
S0020218,P02709,2024-03-15,20,True,slots,7,23,3.12,0,True,False,mobile
S0020219,P02709,2024-04-27,13,False,table_games,10,21,56.67,0,True,False,mobile
S0020220,P02709,2024-04-07,10,False,slots,17,50,13.18,1,True,False,mobile
S0020221,P02709,2024-03-22,15,False,slots,24,85,5.64,1,False,False,mobile
S0020222,P02709,2024-06-10,7,False,slots,20,47,0.5,1,False,False,mobile
S0020223,P02709,2024-03-27,15,False,sports_betting,18,38,10.88,1,False,False,mobile
S0020224,P02709,2024-05-15,21,True,slots,15,32,6.18,1,True,False,mobile
S0020225,P02709,2024-05-08,17,False,slots,12,33,5.25,2,False,False,mobile
S0020226,P02709,2024-03-24,18,True,slots,35,86,24.57,0,True,False,mobile
S0020227,P02709,2024-03-18,13,False,live_casino,9,24,37.86,3,True,False,mobile
S0020228,P02709,2024-03-11,19,True,slots,39,96,6.77,1,False,False,mobile
S0020229,P02709,2024-04-06,8,False,live_casino,128,209,7.16,0,True,False,mobile
S0020230,P02709,2024-05-18,14,False,slots,8,15,10.55,1,True,False,mobile
S0020231,P02709,2024-04-09,7,False,slots,15,26,2.73,1,False,False,mobile
S0020232,P02709,2024-05-26,22,True,slots,21,49,4.41,0,True,False,mobile
S0020233,P02709,2024-05-13,7,False,slots,14,43,12.09,1,False,False,mobile
S0020234,P02709,2024-06-01,12,False,sports_betting,3,6,8.1,0,True,False,mobile
S0020235,P02709,2024-06-01,12,False,slots,32,118,12.55,0,False,False,mobile
S0020236,P02709,2024-06-19,17,False,slots,15,52,11.71,2,False,False,mobile
S0020237,P02709,2024-05-24,21,True,sports_betting,8,18,27.89,0,True,False,mobile
S0020238,P02709,2024-03-29,10,False,slots,30,106,1.03,0,False,False,mobile
S0020239,P02709,2024-04-27,12,False,slots,9,16,18.21,1,False,False,mobile
S0020240,P02709,2024-05-04,18,True,slots,28,60,4.42,1,False,False,mobile
S0020241,P02709,2024-06-01,11,False,sports_betting,17,33,2.0,0,True,False,mobile
S0020242,P02709,2024-02-25,10,False,slots,49,120,5.88,3,False,False,mobile
S0020243,P02711,2024-11-06,4,False,live_casino,67,256,1.86,0,True,False,mobile
S0020244,P02711,2024-11-06,20,True,slots,15,23,1.19,0,False,False,mobile
S0020245,P02711,2024-11-18,19,True,slots,7,19,11.46,0,False,False,mobile
S0020246,P02711,2024-10-31,14,False,live_casino,22,67,3.19,0,True,False,mobile
S0020247,P02711,2024-10-06,19,True,slots,42,79,17.94,0,False,False,mobile
S0020248,P02711,2024-10-20,20,True,slots,30,63,6.09,1,False,False,mobile
S0020249,P02711,2024-11-16,18,True,table_games,9,35,7.01,0,True,False,mobile
S0020250,P02711,2024-09-10,12,False,slots,46,177,2.86,0,False,False,mobile
S0020251,P02711,2024-10-30,20,True,slots,4,9,25.28,0,False,False,mobile
S0020252,P02711,2024-10-18,13,False,sports_betting,14,48,20.51,1,False,False,mobile
S0020253,P02711,2024-10-10,11,False,slots,19,51,6.59,0,True,False,mobile
S0020254,P02711,2024-11-14,13,False,live_casino,35,85,6.51,0,True,False,mobile
S0020255,P02711,2024-11-07,0,False,slots,42,81,14.69,3,False,False,mobile
S0020256,P02711,2024-09-09,14,False,slots,34,89,23.67,1,False,False,mobile
S0020257,P02711,2024-09-01,17,False,table_games,23,71,18.76,0,True,False,mobile
S0020258,P02711,2024-10-29,14,False,live_casino,10,20,2.57,0,False,False,mobile
S0020259,P02711,2024-09-13,21,True,table_games,12,32,3.4,0,False,False,mobile
S0020260,P02711,2024-11-04,15,False,slots,10,17,10.07,0,False,False,mobile
S0020261,P02711,2024-09-19,21,True,slots,5,18,4.78,1,False,False,mobile
S0020262,P02711,2024-09-25,13,False,sports_betting,21,42,8.3,0,False,False,mobile
S0020263,P02711,2024-10-01,16,False,live_casino,18,28,20.2,0,True,False,mobile
S0020264,P02711,2024-11-07,21,True,live_casino,32,120,14.82,0,True,False,mobile
S0020265,P02711,2024-09-05,14,False,slots,42,105,6.04,0,True,False,mobile
S0020266,P02711,2024-09-22,11,False,live_casino,71,221,2.03,0,True,False,mobile
S0020267,P02711,2024-09-06,2,False,sports_betting,10,26,12.33,1,False,False,mobile
S0020268,P02711,2024-09-10,17,False,live_casino,28,78,27.43,1,False,False,mobile
S0020269,P02713,2024-02-28,5,False,slots,43,109,5.44,1,False,False,desktop
S0020270,P02713,2024-02-27,22,True,slots,14,38,11.29,1,True,False,desktop
S0020271,P02713,2024-02-29,13,False,slots,41,82,3.26,0,False,False,desktop
S0020272,P02719,2024-12-30,16,False,slots,5,11,12.46,0,True,False,desktop
S0020273,P02719,2024-12-17,14,False,sports_betting,13,20,7.53,0,False,False,desktop
S0020274,P02719,2024-12-21,13,False,slots,8,16,3.76,1,False,False,desktop
S0020275,P02719,2024-12-24,14,False,slots,16,29,3.48,0,True,False,desktop
S0020276,P02719,2024-12-05,21,True,live_casino,126,379,11.77,0,False,False,desktop
S0020277,P02719,2024-12-03,16,False,slots,17,37,4.16,1,False,False,desktop
S0020278,P02719,2024-12-06,6,False,slots,78,306,3.49,0,False,False,desktop
S0020279,P02719,2024-12-28,5,False,sports_betting,46,75,8.75,0,True,False,desktop
S0020280,P02719,2024-11-23,21,True,sports_betting,47,156,5.3,1,False,False,desktop
S0020281,P02719,2024-12-27,11,False,slots,30,103,8.73,0,False,False,desktop
S0020282,P02719,2024-12-18,21,True,table_games,11,22,10.39,0,True,False,desktop
S0020283,P02719,2024-12-27,5,False,slots,12,25,10.42,1,True,False,desktop
S0020284,P02719,2024-11-24,19,True,slots,14,28,15.42,0,True,False,desktop
S0020285,P02719,2024-11-30,11,False,slots,36,66,3.11,0,False,False,desktop
S0020286,P02719,2024-12-03,9,False,slots,13,22,2.76,1,False,False,desktop
S0020287,P02719,2024-12-11,5,False,sports_betting,24,50,25.38,0,False,False,desktop
S0020288,P02719,2024-11-13,20,True,live_casino,17,43,0.48,0,False,False,desktop
S0020289,P02719,2024-12-18,10,False,live_casino,9,24,2.14,2,False,False,desktop
S0020290,P02719,2024-11-12,14,False,slots,8,29,10.48,1,True,False,desktop
S0020291,P02719,2024-12-02,6,False,slots,36,128,4.2,1,False,False,desktop
S0020292,P02719,2024-12-09,23,True,live_casino,20,55,3.12,0,False,False,desktop
S0020293,P02721,2024-04-08,8,False,slots,6,13,10.02,1,False,False,mobile
S0020294,P02721,2024-03-25,20,True,live_casino,21,49,1.23,0,False,False,mobile
S0020295,P02721,2024-03-31,19,True,slots,61,111,14.07,0,True,False,mobile
S0020296,P02721,2024-06-15,22,True,sports_betting,64,215,3.01,1,False,False,mobile
S0020297,P02721,2024-07-07,20,True,slots,7,18,1.55,0,False,False,mobile
S0020298,P02721,2024-04-10,10,False,sports_betting,11,29,4.25,0,False,False,mobile
S0020299,P02721,2024-05-23,14,False,live_casino,29,44,9.91,0,False,False,mobile
S0020300,P02721,2024-07-03,22,True,slots,16,58,7.94,0,False,False,mobile
S0020301,P02721,2024-05-26,9,False,sports_betting,20,39,15.66,0,True,False,mobile
S0020302,P02721,2024-03-23,8,False,live_casino,13,39,45.42,0,True,False,mobile
S0020303,P02721,2024-03-24,16,False,slots,14,47,17.22,0,True,False,mobile
S0020304,P02721,2024-03-25,15,False,slots,77,219,4.64,0,False,False,mobile
S0020305,P02721,2024-07-07,19,True,sports_betting,27,90,18.76,1,True,False,mobile
S0020306,P02721,2024-04-24,13,False,slots,16,28,48.98,3,False,False,mobile
S0020307,P02721,2024-06-14,21,True,sports_betting,16,55,8.42,0,False,False,mobile
S0020308,P02721,2024-03-29,21,True,slots,18,41,11.6,2,True,False,mobile
S0020309,P02721,2024-05-15,20,True,live_casino,3,5,5.68,2,True,False,mobile
S0020310,P02721,2024-04-06,14,False,sports_betting,191,509,2.98,1,False,False,mobile
S0020311,P02721,2024-05-03,10,False,slots,5,11,10.69,2,True,False,mobile
S0020312,P02721,2024-06-13,21,True,slots,52,105,1.62,0,True,False,mobile
S0020313,P02721,2024-06-30,22,True,sports_betting,18,61,15.84,0,False,False,mobile
S0020314,P02721,2024-05-31,6,False,slots,6,17,2.26,0,True,False,mobile
S0020315,P02721,2024-04-24,14,False,slots,17,61,0.64,0,False,False,mobile
S0020316,P02721,2024-06-25,20,True,slots,83,202,8.6,1,False,False,mobile
S0020317,P02721,2024-05-18,17,False,slots,14,50,8.71,1,False,False,mobile
S0020318,P02721,2024-04-21,19,True,live_casino,72,252,31.18,0,True,False,mobile
S0020319,P02721,2024-06-09,20,True,live_casino,21,78,2.88,1,True,False,mobile
S0020320,P02721,2024-05-23,18,True,live_casino,7,13,6.15,0,True,False,mobile
S0020321,P02721,2024-05-18,18,True,slots,56,103,2.75,1,True,False,mobile
S0020322,P02721,2024-06-15,13,False,table_games,13,31,15.59,1,False,False,mobile
S0020323,P02721,2024-07-03,15,False,live_casino,47,156,3.25,1,True,False,mobile
S0020324,P02721,2024-07-06,10,False,slots,27,51,3.44,0,False,False,mobile
S0020325,P02721,2024-03-22,22,True,live_casino,6,21,34.2,0,True,False,mobile
S0020326,P02721,2024-04-15,15,False,slots,17,35,17.15,2,True,False,mobile
S0020327,P02721,2024-05-26,16,False,sports_betting,28,90,5.45,1,False,False,mobile
S0020328,P02721,2024-05-23,11,False,live_casino,28,102,3.32,0,True,False,mobile
S0020329,P02721,2024-06-20,13,False,live_casino,11,24,5.67,0,False,False,mobile
S0020330,P02721,2024-04-03,3,False,live_casino,10,27,10.94,0,True,False,mobile
S0020331,P02721,2024-06-02,12,False,live_casino,10,39,13.07,0,True,False,mobile
S0020332,P02722,2024-07-17,20,True,live_casino,22,70,8.61,0,True,False,desktop
S0020333,P02722,2024-07-29,9,False,live_casino,70,164,3.31,1,False,False,desktop
S0020334,P02722,2024-07-20,22,True,slots,108,272,9.44,1,True,False,desktop
S0020335,P02722,2024-07-10,21,True,live_casino,76,136,4.37,0,False,False,desktop
S0020336,P02722,2024-07-19,11,False,table_games,42,93,7.32,0,True,False,desktop
S0020337,P02722,2024-07-27,11,False,sports_betting,7,13,5.64,1,True,False,desktop
S0020338,P02722,2024-07-23,7,False,slots,25,52,5.24,0,False,False,desktop
S0020339,P02722,2024-08-01,14,False,live_casino,46,105,20.59,0,False,False,desktop
S0020340,P02722,2024-07-15,18,True,sports_betting,10,22,4.02,0,True,False,desktop
S0020341,P02722,2024-07-19,19,True,live_casino,45,153,7.08,0,True,False,desktop
S0020342,P02722,2024-08-01,19,True,slots,23,70,3.48,1,False,False,desktop
S0020343,P02722,2024-07-29,20,True,table_games,31,119,8.85,0,True,False,desktop
S0020344,P02722,2024-07-07,10,False,live_casino,14,49,5.44,0,True,False,desktop
S0020345,P02722,2024-07-24,14,False,sports_betting,26,93,6.36,1,True,False,desktop
S0020346,P02722,2024-07-23,20,True,live_casino,63,189,8.92,0,False,False,desktop
S0020347,P02722,2024-07-19,16,False,live_casino,19,65,8.26,0,False,False,desktop
S0020348,P02722,2024-07-31,15,False,sports_betting,43,162,9.03,0,False,False,desktop
S0020349,P02722,2024-07-07,10,False,sports_betting,12,19,5.56,2,False,False,desktop
S0020350,P02722,2024-07-30,18,True,sports_betting,49,165,4.9,0,True,False,desktop
S0020351,P02722,2024-07-23,22,True,sports_betting,33,116,5.28,0,True,False,desktop
S0020352,P02728,2024-06-08,20,True,slots,41,87,0.96,0,False,False,mobile
S0020353,P02728,2024-05-31,16,False,slots,104,382,4.08,0,False,False,mobile
S0020354,P02728,2024-06-05,21,True,live_casino,21,71,11.27,0,True,False,mobile
S0020355,P02728,2024-06-08,6,False,slots,17,33,7.0,0,True,False,mobile
S0020356,P02728,2024-05-31,20,True,slots,8,17,21.02,1,True,False,mobile
S0020357,P02728,2024-06-04,13,False,slots,15,26,1.78,0,False,False,mobile
S0020358,P02728,2024-06-03,10,False,live_casino,43,64,18.86,0,False,False,mobile
S0020359,P02730,2024-04-13,17,False,slots,11,33,5.02,0,False,False,desktop
S0020360,P02730,2024-03-23,12,False,live_casino,2,4,4.55,1,True,False,desktop
S0020361,P02730,2024-03-13,19,True,live_casino,15,31,19.75,0,True,False,desktop
S0020362,P02730,2024-04-05,9,False,slots,40,104,14.44,0,True,False,desktop
S0020363,P02730,2024-03-18,13,False,sports_betting,23,62,4.08,0,False,False,desktop
S0020364,P02730,2024-04-14,14,False,slots,42,83,5.48,0,False,False,desktop
S0020365,P02730,2024-03-17,20,True,live_casino,34,52,5.95,0,True,False,desktop
S0020366,P02730,2024-03-28,14,False,slots,10,30,3.28,2,True,False,desktop
S0020367,P02730,2024-03-27,19,True,slots,84,231,10.73,1,True,False,desktop
S0020368,P02730,2024-03-18,17,False,live_casino,76,281,3.92,0,True,False,desktop
S0020369,P02730,2024-03-22,12,False,slots,4,11,5.55,1,False,False,desktop
S0020370,P02730,2024-03-14,12,False,slots,17,26,1.21,1,False,False,desktop
S0020371,P02730,2024-03-18,4,False,sports_betting,24,50,5.35,3,False,False,desktop
S0020372,P02730,2024-03-17,9,False,sports_betting,26,58,4.36,0,True,False,desktop
S0020373,P02730,2024-03-25,16,False,sports_betting,33,108,2.13,1,False,False,desktop
S0020374,P02731,2024-06-16,8,False,slots,34,103,5.81,0,False,False,mobile
S0020375,P02731,2024-06-08,2,False,sports_betting,60,143,37.24,0,False,True,mobile
S0020376,P02731,2024-06-05,20,True,sports_betting,10,36,5.48,0,False,False,mobile
S0020377,P02731,2024-06-12,19,True,table_games,34,87,3.59,1,True,False,mobile
S0020378,P02731,2024-06-15,12,False,live_casino,15,46,6.65,0,True,False,mobile
S0020379,P02731,2024-06-06,20,True,slots,38,134,10.06,0,False,False,mobile
S0020380,P02731,2024-06-13,22,True,live_casino,42,145,10.25,0,False,False,mobile
S0020381,P02731,2024-06-02,17,False,sports_betting,39,85,30.29,1,True,False,mobile
S0020382,P02731,2024-06-10,6,False,live_casino,23,45,28.07,0,False,False,mobile
S0020383,P02731,2024-06-13,8,False,slots,17,33,5.29,1,False,False,mobile
S0020384,P02731,2024-06-16,12,False,live_casino,8,16,4.86,2,True,False,mobile
S0020385,P02731,2024-06-12,23,True,table_games,38,100,1.12,2,True,False,mobile
S0020386,P02731,2024-05-31,10,False,slots,15,39,18.89,1,True,False,mobile
S0020387,P02731,2024-06-15,20,True,table_games,17,56,5.21,0,True,False,mobile
S0020388,P02731,2024-06-11,20,True,slots,19,74,1.72,1,True,False,mobile
S0020389,P02732,2024-04-02,22,True,slots,62,144,5.01,0,False,False,mobile
S0020390,P02732,2024-03-27,20,True,live_casino,22,49,5.15,0,True,False,mobile
S0020391,P02732,2024-03-19,13,False,sports_betting,18,38,14.53,0,False,False,mobile
S0020392,P02732,2024-04-01,11,False,live_casino,28,57,4.72,0,False,False,mobile
